packet_id,packet_duration,second_frame,src_ip,dest_ip,protocol,length,info,target
PI_447694,0.0090000000000145,SF_853789,fe80::212:7412:12:1212,fe80::212:741f:1f:1f1f,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_226259,0.0080000000000381,SF_724434,fe80::212:7459:59:5959,fe80::212:743d:3d:3d3d,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_433245,0.0010000000000047,SF_832339,fe80::212:7438:38:3838,ff02::1a,ICMPv6,97,RPL Control (DODAG Information Object),0
PI_352164,0.0009999999999763,SF_154203,fe80::212:7435:35:3535,fe80::212:7421:21:2121,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_739601,0.004000000000019,SF_327818,fe80::212:7425:25:2525,fe80::212:741c:1c:1c1c,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_882260,0.0020000000000663,SF_579742,fe80::212:7455:55:5555,fe80::212:742b:2b:2b2b,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_727234,0.0,SF_324045,fe80::212:7423:23:2323,fe80::212:743c:3c:3c3c,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_303161,0.6739999999999782,SF_484560,2002:db8::212:7438:38:3838,2002:db8::ff:fe00:1,UDP,68,Source port: ultraseek-http  Destination port: rrac,0
PI_954619,0.0019999999999527,SF_823040,fe80::212:741f:1f:1f1f,fe80::212:7444:44:4444,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_494768,0.4769999999998617,SF_163804,2002:db8::212:741d:1d:1d1d,2002:db8::ff:fe00:1,UDP,68,Source port: ultraseek-http  Destination port: rrac,1
PI_633884,0.0020000000000095,SF_800149,fe80::212:7446:46:4646,fe80::212:7402:2:202,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_907678,0.0060000000000854,SF_726551,fe80::212:7448:48:4848,fe80::212:743e:3e:3e3e,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_993659,0.0049999999999954,SF_554933,2002:db8::212:741e:1e:1e1e,2002:db8::ff:fe00:1,UDP,68,Source port: ultraseek-http  Destination port: rrac,1
PI_360705,0.0030000000000427,SF_475651,fe80::212:7451:51:5151,fe80::212:7422:22:2222,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_575551,0.00100000000009,SF_533525,fe80::212:7425:25:2525,fe80::212:741c:1c:1c1c,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_337199,0.0049999999999954,SF_691082,2002:db8::212:7418:18:1818,2002:db8::ff:fe00:1,UDP,68,Source port: ultraseek-http  Destination port: rrac,1
PI_780935,0.0060000000003128,SF_104476,fe80::212:743c:3c:3c3c,fe80::212:741e:1e:1e1e,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_893387,0.0060000000000854,SF_566981,fe80::212:7435:35:3535,fe80::212:7438:38:3838,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_955434,0.0439999999999827,SF_666687,fe80::212:742d:2d:2d2d,fe80::212:741a:1a:1a1a,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_302945,0.0070000000000618,SF_654237,2002:db8::212:7454:54:5454,2002:db8::ff:fe00:1,UDP,68,Source port: ultraseek-http  Destination port: rrac,0
PI_705950,0.0070000000000618,SF_765400,fe80::212:743a:3a:3a3a,fe80::212:7408:8:808,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_793556,0.762000000000171,SF_487185,fe80::212:7415:15:1515,ff02::1a,ICMPv6,97,RPL Control (DODAG Information Object),0
PI_485105,0.0010000000000047,SF_154895,fe80::212:7454:54:5454,fe80::212:744c:4c:4c4c,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_854208,0.0009999999999763,SF_912729,fe80::212:7431:31:3131,fe80::212:7444:44:4444,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_822706,0.0090000000000145,SF_100814,2002:db8::212:7444:44:4444,2002:db8::ff:fe00:1,UDP,68,Source port: ultraseek-http  Destination port: rrac,0
PI_980112,0.0010000000000331,SF_535643,fe80::212:741a:1a:1a1a,fe80::212:743a:3a:3a3a,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_445566,0.0090000000000145,SF_326562,fe80::212:740f:f:f0f,ff02::1a,ICMPv6,97,RPL Control (DODAG Information Object),0
PI_983439,0.0010000000000047,SF_976223,fe80::212:7419:19:1919,fe80::212:7441:41:4141,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_747396,0.0090000000000145,SF_244776,2002:db8::212:7417:17:1717,2002:db8::ff:fe00:1,UDP,68,Source port: ultraseek-http  Destination port: rrac,0
PI_707745,0.0009999999999763,SF_153520,fe80::212:742d:2d:2d2d,fe80::212:7401:1:101,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_871246,0.0240000000000009,SF_371586,fe80::212:7426:26:2626,fe80::212:7420:20:2020,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_348552,0.0019999999999527,SF_723172,fe80::212:7415:15:1515,fe80::212:7410:10:1010,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_903328,0.0010000000000047,SF_174300,fe80::212:7417:17:1717,fe80::212:743e:3e:3e3e,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_247718,0.0010000000000047,SF_372159,fe80::212:7405:5:505,fe80::212:7401:1:101,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_631821,0.0060000000000854,SF_335530,2002:db8::212:7413:13:1313,2002:db8::ff:fe00:1,UDP,68,Source port: ultraseek-http  Destination port: rrac,1
PI_949104,0.0009999999999763,SF_595927,fe80::212:7412:12:1212,fe80::212:743e:3e:3e3e,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_360710,0.0009999999999763,SF_682927,fe80::212:740d:d:d0d,fe80::212:743f:3f:3f3f,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_490300,0.0849999999999226,SF_419115,fe80::212:7402:2:202,ff02::1a,ICMPv6,97,RPL Control (DODAG Information Object),0
PI_235639,0.3629999999999427,SF_543541,fe80::212:7409:9:909,fe80::212:740b:b:b0b,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_904565,0.0020000000000095,SF_253033,fe80::212:7412:12:1212,fe80::212:7424:24:2424,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_423860,0.0009999999999763,SF_584699,fe80::212:741d:1d:1d1d,fe80::212:7438:38:3838,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_320511,0.0049999999999954,SF_235105,2002:db8::212:740c:c:c0c,2002:db8::ff:fe00:1,UDP,68,Source port: ultraseek-http  Destination port: rrac,0
PI_522955,0.0009999999999763,SF_501210,fe80::212:742a:2a:2a2a,ff02::1a,ICMPv6,97,RPL Control (DODAG Information Object),1
PI_112763,0.0009999999999763,SF_276010,fe80::212:7409:9:909,fe80::212:742f:2f:2f2f,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_806544,0.0009999999999763,SF_462136,fe80::212:7437:37:3737,fe80::212:7434:34:3434,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_204755,0.0079999999998108,SF_141446,fe80::212:744d:4d:4d4d,fe80::212:7435:35:3535,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_291848,0.0010000000000331,SF_450600,fe80::212:741e:1e:1e1e,fe80::212:742b:2b:2b2b,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_111303,0.0010000000000047,SF_653761,fe80::212:740e:e:e0e,fe80::212:743c:3c:3c3c,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_339190,0.0760000000000218,SF_937340,fe80::212:7459:59:5959,fe80::212:741a:1a:1a1a,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_945377,0.0090000000000145,SF_255579,fe80::212:741f:1f:1f1f,fe80::212:7434:34:3434,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_470565,0.6940000000001874,SF_508840,fe80::212:741f:1f:1f1f,fe80::212:741c:1c:1c1c,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_640285,0.0010000000000331,SF_809380,fe80::212:7417:17:1717,fe80::212:7438:38:3838,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_724219,0.0019999999999527,SF_518597,2002:db8::212:7442:42:4242,2002:db8::ff:fe00:1,UDP,68,Source port: ultraseek-http  Destination port: rrac,1
PI_851564,0.0069999999998344,SF_628056,fe80::212:7435:35:3535,fe80::212:7438:38:3838,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_586476,0.7070000000001073,SF_138599,fe80::212:7404:4:404,fe80::212:744c:4c:4c4c,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_863977,0.0020000000000095,SF_608237,fe80::212:743e:3e:3e3e,ff02::1a,ICMPv6,97,RPL Control (DODAG Information Object),0
PI_144130,0.0070000000000618,SF_954127,,,IEEE 802.15.4,5,Ack,1
PI_504593,0.0090000000000145,SF_577781,fe80::212:7447:47:4747,ff02::1a,ICMPv6,97,RPL Control (DODAG Information Object),0
PI_795202,0.0049999999999954,SF_941252,fe80::212:7430:30:3030,fe80::212:7425:25:2525,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_479570,0.0060000000000854,SF_245120,fe80::212:7414:14:1414,fe80::212:7428:28:2828,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_256308,0.0080000000000381,SF_307091,2002:db8::212:7417:17:1717,2002:db8::ff:fe00:1,UDP,68,Source port: ultraseek-http  Destination port: rrac,0
PI_895063,0.0080000000000381,SF_926949,fe80::212:7429:29:2929,fe80::212:7439:39:3939,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_489522,0.0070000000000618,SF_681845,fe80::212:7449:49:4949,fe80::212:741c:1c:1c1c,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_213604,0.0059999999998581,SF_656516,fe80::212:743c:3c:3c3c,ff02::1a,ICMPv6,97,RPL Control (DODAG Information Object),1
PI_910506,0.0020000000000095,SF_973523,fe80::212:742d:2d:2d2d,fe80::212:741a:1a:1a1a,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_838096,0.004000000000019,SF_157326,fe80::212:743e:3e:3e3e,ff02::1a,ICMPv6,97,RPL Control (DODAG Information Object),1
PI_367439,0.0019999999999527,SF_980131,fe80::212:741f:1f:1f1f,fe80::212:7444:44:4444,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_862301,0.0070000000000618,SF_226718,2002:db8::212:7455:55:5555,2002:db8::ff:fe00:1,UDP,68,Source port: ultraseek-http  Destination port: rrac,0
PI_296681,0.002999999999929,SF_762448,fe80::212:7458:58:5858,fe80::212:7402:2:202,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_284078,0.0010000000000047,SF_324376,fe80::212:7423:23:2323,fe80::212:741d:1d:1d1d,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_581503,0.0070000000000618,SF_832654,fe80::212:7457:57:5757,fe80::212:7435:35:3535,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_209876,0.0010000000000047,SF_176949,fe80::212:7432:32:3232,fe80::212:743f:3f:3f3f,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_436279,0.0060000000000854,SF_882190,fe80::212:7404:4:404,fe80::212:744c:4c:4c4c,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_388988,0.5289999999999964,SF_936097,fe80::212:740a:a:a0a,fe80::212:743e:3e:3e3e,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_881198,0.0050000000000522,SF_825959,fe80::212:7424:24:2424,fe80::212:742c:2c:2c2c,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_364826,0.0060000000000854,SF_339066,fe80::212:7422:22:2222,fe80::212:740b:b:b0b,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_512156,0.0090000000000145,SF_116263,2002:db8::212:7438:38:3838,2002:db8::ff:fe00:1,UDP,68,Source port: ultraseek-http  Destination port: rrac,0
PI_859066,0.0060000000000854,SF_100415,2002:db8::212:742c:2c:2c2c,2002:db8::ff:fe00:1,UDP,68,Source port: ultraseek-http  Destination port: rrac,1
PI_391568,0.3889999999998963,SF_380456,fe80::212:742b:2b:2b2b,fe80::212:7441:41:4141,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_425063,0.0779999999999745,SF_413743,2002:db8::212:7444:44:4444,2002:db8::ff:fe00:1,UDP,68,Source port: ultraseek-http  Destination port: rrac,0
PI_606705,0.5950000000000273,SF_643765,fe80::212:7433:33:3333,fe80::212:7421:21:2121,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_516706,0.0050000000001091,SF_309742,fe80::212:7457:57:5757,fe80::212:742e:2e:2e2e,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_865893,0.04200000000003,SF_546640,fe80::212:743b:3b:3b3b,fe80::212:744e:4e:4e4e,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_354289,0.0020000000000095,SF_450600,fe80::212:7451:51:5151,fe80::212:7432:32:3232,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_425437,0.0049999999999954,SF_783565,fe80::212:7430:30:3030,fe80::212:7446:46:4646,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_625893,0.0010000000000047,SF_217926,fe80::212:742f:2f:2f2f,fe80::212:7426:26:2626,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_994829,0.0009999999999763,SF_752182,fe80::212:741d:1d:1d1d,fe80::212:7438:38:3838,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_998436,0.004000000000019,SF_112685,2002:db8::212:7449:49:4949,2002:db8::ff:fe00:1,UDP,68,Source port: ultraseek-http  Destination port: rrac,0
PI_656659,0.0009999999999763,SF_354164,fe80::212:7410:10:1010,ff02::1a,ICMPv6,97,RPL Control (DODAG Information Object),1
PI_517170,0.0250000000000056,SF_493258,fe80::212:7417:17:1717,fe80::212:740f:f:f0f,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_658086,0.0009999999999763,SF_209955,fe80::212:742a:2a:2a2a,ff02::1a,ICMPv6,97,RPL Control (DODAG Information Object),0
PI_955876,0.0010000000000047,SF_354494,fe80::212:7417:17:1717,ff02::1a,ICMPv6,97,RPL Control (DODAG Information Object),0
PI_237653,0.021000000000015,SF_828666,fe80::212:7403:3:303,fe80::212:7421:21:2121,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_284484,0.0009999999999763,SF_581633,fe80::212:740a:a:a0a,fe80::212:743e:3e:3e3e,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_440526,0.0049999999999954,SF_264411,fe80::212:7423:23:2323,fe80::212:745a:5a:5a5a,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_639105,0.0050000000001091,SF_719661,fe80::212:7455:55:5555,fe80::212:742b:2b:2b2b,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_745588,0.0060000000000002,SF_629680,fe80::212:742c:2c:2c2c,fe80::212:7429:29:2929,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_446407,0.002999999999929,SF_486582,fe80::212:742c:2c:2c2c,fe80::212:7424:24:2424,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_798614,0.3199999999999363,SF_402789,fe80::212:742d:2d:2d2d,ff02::1a,ICMPv6,97,RPL Control (DODAG Information Object),1
PI_725122,0.0080000000000381,SF_994933,2002:db8::212:7452:52:5252,2002:db8::ff:fe00:1,UDP,68,Source port: ultraseek-http  Destination port: rrac,0
PI_815232,0.0060000000000854,SF_366579,fe80::212:7413:13:1313,fe80::212:7442:42:4242,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_231827,0.0020000000000095,SF_765918,fe80::212:742e:2e:2e2e,fe80::212:740b:b:b0b,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_692127,0.0079999999998108,SF_184079,fe80::212:743a:3a:3a3a,fe80::212:7408:8:808,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_866988,0.007000000000005,SF_973668,fe80::212:741f:1f:1f1f,fe80::212:7405:5:505,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_253405,0.0069999999998344,SF_551758,fe80::212:7459:59:5959,ff02::1a,ICMPv6,97,RPL Control (DODAG Information Object),0
PI_178623,0.0029999999999859,SF_811199,fe80::212:7429:29:2929,fe80::212:742e:2e:2e2e,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_463714,0.0010000000000047,SF_493258,fe80::212:740b:b:b0b,fe80::212:7442:42:4242,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_884366,0.1529999999999631,SF_584075,fe80::212:743b:3b:3b3b,ff02::1a,ICMPv6,97,RPL Control (DODAG Information Object),0
PI_209945,0.0229999999999961,SF_878985,fe80::212:7429:29:2929,fe80::212:742e:2e:2e2e,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_128834,0.0649999999999408,SF_234918,fe80::212:7418:18:1818,ff02::1a,ICMPv6,97,RPL Control (DODAG Information Object),0
PI_438416,0.0819999999999936,SF_809380,fe80::212:741a:1a:1a1a,fe80::212:7436:36:3636,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_653003,0.0070000000000618,SF_765040,fe80::212:744f:4f:4f4f,ff02::1a,ICMPv6,97,RPL Control (DODAG Information Object),0
PI_179973,0.0010000000000331,SF_535643,fe80::212:742c:2c:2c2c,fe80::212:7429:29:2929,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_469648,0.0090000000000145,SF_959701,fe80::212:7447:47:4747,fe80::212:741b:1b:1b1b,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_226161,0.0009999999999763,SF_230112,fe80::212:7407:7:707,fe80::212:7412:12:1212,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_438144,0.1560000000000059,SF_776124,fe80::212:7418:18:1818,fe80::212:7455:55:5555,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_191679,0.0470000000000254,SF_247089,fe80::212:743d:3d:3d3d,fe80::212:7436:36:3636,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_870655,0.0059999999999718,SF_403032,2002:db8::212:7429:29:2929,2002:db8::ff:fe00:1,UDP,68,Source port: ultraseek-http  Destination port: rrac,1
PI_983302,0.117999999999995,SF_141745,fe80::212:7422:22:2222,fe80::212:7438:38:3838,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_137310,0.0009999999999763,SF_135191,fe80::212:741c:1c:1c1c,fe80::212:740b:b:b0b,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_807597,0.0080000000000381,SF_523831,fe80::212:741b:1b:1b1b,ff02::1a,ICMPv6,97,RPL Control (DODAG Information Object),0
PI_235870,0.0009999999999763,SF_758323,fe80::212:7414:14:1414,fe80::212:7408:8:808,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_804133,0.0509999999999877,SF_101085,fe80::212:740d:d:d0d,fe80::212:743f:3f:3f3f,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_796713,0.0090000000000145,SF_679437,fe80::212:7423:23:2323,fe80::212:7403:3:303,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_653453,0.0010000000000331,SF_828606,fe80::212:7446:46:4646,fe80::212:7422:22:2222,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_251542,0.3379999999999654,SF_669205,fe80::212:743c:3c:3c3c,fe80::212:742d:2d:2d2d,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_950478,0.0009999999999763,SF_828666,fe80::212:7402:2:202,fe80::212:7436:36:3636,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_730532,0.3849999999999909,SF_402587,fe80::212:7404:4:404,fe80::212:7402:2:202,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_737790,0.0049999999999954,SF_418193,fe80::212:7415:15:1515,fe80::212:7431:31:3131,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_894814,0.0080000000000381,SF_790366,fe80::212:7418:18:1818,fe80::212:7455:55:5555,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_653020,0.0010000000000047,SF_493258,fe80::212:7426:26:2626,fe80::212:7420:20:2020,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_330229,0.0009999999999905,SF_389741,fe80::212:7426:26:2626,fe80::212:7420:20:2020,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_264437,0.0010000000000331,SF_709251,fe80::212:743a:3a:3a3a,fe80::212:743b:3b:3b3b,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_745753,0.0,SF_493258,fe80::212:741f:1f:1f1f,fe80::212:7441:41:4141,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_181551,0.0070000000000618,SF_190932,2002:db8::212:742d:2d:2d2d,2002:db8::ff:fe00:1,UDP,68,Source port: ultraseek-http  Destination port: rrac,0
PI_873317,0.0090000000000145,SF_425148,fe80::212:7444:44:4444,fe80::212:742b:2b:2b2b,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_841142,0.004000000000019,SF_147342,fe80::212:743a:3a:3a3a,fe80::212:7408:8:808,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_871136,0.0019999999999527,SF_197052,fe80::212:740a:a:a0a,fe80::212:743e:3e:3e3e,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_505218,0.1770000000000209,SF_936103,fe80::212:7404:4:404,fe80::212:7423:23:2323,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_216062,0.0019999999999527,SF_729275,fe80::212:7420:20:2020,fe80::212:7449:49:4949,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_820391,0.0009999999999763,SF_617071,fe80::212:7419:19:1919,fe80::212:7442:42:4242,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_538863,0.0010000000000331,SF_310128,fe80::212:741c:1c:1c1c,fe80::212:740b:b:b0b,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_987159,0.0049999999998817,SF_151268,fe80::212:7407:7:707,fe80::212:7408:8:808,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_855679,0.0020000000000663,SF_702350,fe80::212:742a:2a:2a2a,ff02::1a,ICMPv6,97,RPL Control (DODAG Information Object),0
PI_967378,0.6720000000000255,SF_157965,fe80::212:744d:4d:4d4d,fe80::212:7435:35:3535,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_221789,0.0249999999999772,SF_605376,fe80::212:743f:3f:3f3f,fe80::212:7421:21:2121,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_671603,0.0059999999999718,SF_371698,fe80::212:7429:29:2929,fe80::212:742e:2e:2e2e,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_917711,0.0030000000000427,SF_888297,fe80::212:7433:33:3333,fe80::212:743f:3f:3f3f,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_170463,0.004000000000019,SF_776608,2002:db8::212:743b:3b:3b3b,2002:db8::ff:fe00:1,UDP,68,Source port: ultraseek-http  Destination port: rrac,1
PI_123555,0.0020000000000663,SF_666687,fe80::212:743b:3b:3b3b,ff02::1a,ICMPv6,97,RPL Control (DODAG Information Object),0
PI_509362,0.6630000000000109,SF_984588,fe80::212:7418:18:1818,fe80::212:7455:55:5555,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_965041,0.69399999999996,SF_244776,fe80::212:741b:1b:1b1b,ff02::1a,ICMPv6,97,RPL Control (DODAG Information Object),0
PI_328300,0.0010000000000047,SF_469517,fe80::212:7402:2:202,fe80::212:7437:37:3737,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_160692,0.0010000000000047,SF_390461,fe80::212:741a:1a:1a1a,fe80::212:7434:34:3434,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_134911,0.0029999999999859,SF_667730,,,IEEE 802.15.4,5,Ack,1
PI_700724,0.0059999999999718,SF_159090,fe80::212:7404:4:404,fe80::212:7402:2:202,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_816756,0.0060000000000002,SF_756053,fe80::212:7424:24:2424,fe80::212:7444:44:4444,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_447139,0.002999999999929,SF_129605,fe80::212:7411:11:1111,fe80::212:7406:6:606,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_528373,0.0019999999999527,SF_912729,fe80::212:740d:d:d0d,fe80::212:7432:32:3232,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_282506,0.0089999999995598,SF_754563,fe80::212:744a:4a:4a4a,ff02::1a,ICMPv6,97,RPL Control (DODAG Information Object),0
PI_119477,0.0030000000000427,SF_667161,fe80::212:743d:3d:3d3d,fe80::212:7411:11:1111,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_142782,0.0009999999999763,SF_224750,,,IEEE 802.15.4,5,Ack,0
PI_946080,0.6499999999999773,SF_502628,fe80::212:7429:29:2929,fe80::212:7439:39:3939,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_891877,0.169999999999959,SF_303154,fe80::212:741e:1e:1e1e,fe80::212:742b:2b:2b2b,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_221246,0.0070000000000618,SF_359517,fe80::212:741e:1e:1e1e,fe80::212:742b:2b:2b2b,ICMPv6,102,RPL Control (DODAG Information Object),0
PI_895477,0.1569999999999964,SF_800843,fe80::212:7455:55:5555,fe80::212:742b:2b:2b2b,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_632893,0.0019999999999527,SF_149008,fe80::212:7440:40:4040,fe80::212:740b:b:b0b,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_593406,0.0539999999998599,SF_637507,fe80::212:743a:3a:3a3a,fe80::212:7408:8:808,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_406932,0.0709999999999126,SF_802661,2002:db8::212:7416:16:1616,2002:db8::ff:fe00:1,UDP,68,Source port: ultraseek-http  Destination port: rrac,0
PI_228148,0.021000000000015,SF_117833,fe80::212:7416:16:1616,ff02::1a,ICMPv6,97,RPL Control (DODAG Information Object),1
PI_801475,0.0090000000000145,SF_358180,2002:db8::212:7417:17:1717,2002:db8::ff:fe00:1,UDP,68,Source port: ultraseek-http  Destination port: rrac,0
PI_398185,0.0179999999999722,SF_209570,fe80::212:7438:38:3838,fe80::212:742d:2d:2d2d,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_236535,0.0260000000000104,SF_892976,fe80::212:740c:c:c0c,fe80::212:741f:1f:1f1f,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_686510,0.0009999999999763,SF_316789,fe80::212:7455:55:5555,fe80::212:742b:2b:2b2b,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_886275,0.0010000000000047,SF_104321,fe80::212:740e:e:e0e,fe80::212:7413:13:1313,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_761334,0.0060000000000854,SF_585303,fe80::212:7413:13:1313,ff02::1a,ICMPv6,97,RPL Control (DODAG Information Object),1
PI_244926,0.4139999999999872,SF_183035,2002:db8::212:7441:41:4141,2002:db8::ff:fe00:1,UDP,68,Source port: ultraseek-http  Destination port: rrac,1
PI_499489,0.0009999999999763,SF_713206,fe80::212:7453:53:5353,fe80::212:743d:3d:3d3d,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_869097,0.0010000000000331,SF_154203,fe80::212:740c:c:c0c,fe80::212:741f:1f:1f1f,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_817167,0.0030000000000427,SF_482378,fe80::212:7435:35:3535,fe80::212:743e:3e:3e3e,ICMPv6,76,RPL Control (Destination Advertisement Object),0
